Contributor/Author,Date Accessioned,Date Available,Date Issued,Link,Publisher,Rights,Subjects,Title,Filename,FileSize,Category,Language
Gaan'dhiijii,2010-08-10T11:24:13Z,2010-08-10T11:24:13Z,1930/00/00,http://oudl_osmania_ac_in/handle/OUDL/5005,Karnd-aat'aka Saahitya Prakat'ana Man'dira,IN_COPYRIGHT,RELIGION;THEOLOGY,Anaasaktiyooga,202215_OU_Anaasaktiyooga.pdf,11.88Mb,Publications,Kannada
Put't'appa Ke Vi,2010-08-10T11:24:00Z,2010-08-10T11:24:00Z,1929/00/00,http://oudl_osmania_ac_in/handle/OUDL/4987,Ran'gabhuumi Kaaryaalaya,IN_COPYRIGHT,GENERALITIES,Chan'drahaasa,202161_OU_Chan'drahaasa.pdf,2.401Mb,Publications,Kannada
Shreikan't'hashaasatri Kai Vaa,2010-08-10T10:08:10Z,2010-08-10T10:08:10Z,1930//,http://oudl_osmania_ac_in/handle/OUDL/4435,Bhi Pa Kaal'i,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Satiisaahasa 5,200313_OU_Satiisaahasa_5.pdf,3.231Mb,Publications,Kannada
Uttan'gi Chennappa,2010-08-10T11:24:00Z,2010-08-10T11:24:00Z,1950/00/00,http://oudl_osmania_ac_in/handle/OUDL/4988,Viirabhadrappa Haalabaavi,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Mool'igeya Maarayyya Vachanagal'u,202202_OU_Mool'igeya_Maarayyya_Vachanagal'u.pdf,36.83Mb,Publications,Kannada
Phad'ake Naa Sii,2010-08-10T10:08:11Z,2010-08-10T10:08:11Z,1952//,http://oudl_osmania_ac_in/handle/OUDL/4436,Pratibhaa Gran'thamaale,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Shakun'talaa Naalkaneya Bhaaga,200309_OU_Shakun'talaa_Naalkaneya_Bhaaga.pdf,11.48Mb,Publications,Kannada
Al'asin'garaachaarya Deivashikhaamand-i,2010-08-10T11:24:01Z,2010-08-10T11:24:01Z,1918/00/00,http://oudl_osmania_ac_in/handle/OUDL/4989,Anan'da Mudraakshhara,OUT_OF_COPYRIGHT,SOCIAL SCIENCES,Shrei Madbhaagavatavu Dashama Skan'dhavu Vol VI,202204_OU_Shrei ... hama_Skan'dhavu_Vol_VI.pdf,56.54Mb,Publications,Kannada
T'haakuuraa Raviin'dranaatha,2010-08-10T10:08:12Z,2010-08-10T10:08:12Z,1951//,http://oudl_osmania_ac_in/handle/OUDL/4438,En Es Vaasan An'd' Kan'pani,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Raajarshhi,200343_OU_Raajarshhi.pdf,12.82Mb,Publications,Kannada
Honnapuramat'ha Ga Hu,2010-08-10T11:24:02Z,2010-08-10T11:24:02Z,1929/00/00,http://oudl_osmania_ac_in/handle/OUDL/4990,Ga Hu Honnapuramat'ha,IN_COPYRIGHT,SOCIAL SCIENCES,Baalabhaagavata,202178_OU_Baalabhaagavata.pdf,10.24Mb,Publications,Kannada
Bin'dumaadhava Burli,2010-08-10T11:24:14Z,2010-08-10T11:24:14Z,1939/00/00,http://oudl_osmania_ac_in/handle/OUDL/5006,Baal'aachaarya Guraachaarya Avadhaani,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Bhaaratiiya Svaatan'tryada Hejjegal'u,202175_OU_Bhaar ... atan'tryada_Hejjegal'u.pdf,19.74Mb,Publications,Kannada
Shaasatri Si En',2010-08-10T10:08:16Z,2010-08-10T10:08:16Z,1935//,http://oudl_osmania_ac_in/handle/OUDL/4446,Si En' Shaasatri,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Gulaabi Huuvu 1,200350_OU_Gulaabi_Huuvu_1.pdf,7.139Mb,Publications,Kannada
Paat'iila Shreikrxshhnd-a,2010-08-10T10:08:17Z,2010-08-10T10:08:17Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/4447,Vaahini Prakaashana,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Hola Mane,200316_OU_Hola_Mane.pdf,21.25Mb,Publications,Kannada
Suuryanaaraayand-a Shaasatrii Beiladakere,2010-08-10T11:24:04Z,2010-08-10T11:24:04Z,1946/00/00,http://oudl_osmania_ac_in/handle/OUDL/4994,Shaasatrii Beiladakere Suuryanaaraayand-a,IN_COPYRIGHT,SOCIAL SCIENCES,Adbhutaraamaayand-an' 28,202195_OU_Adbhutaraamaayand_an'_28.pdf,21.20Mb,Publications,Kannada
Kaaran'ta Koo Shi,2010-08-10T11:24:14Z,2010-08-10T11:24:14Z,1947/00/00,http://oudl_osmania_ac_in/handle/OUDL/5007,Manoohara Gran'tha Prakaashana Samiti,IN_COPYRIGHT,GENERALITIES,Bittida Bel'e,202229_OU_Bittida_Bel'e.pdf,8.225Mb,Publications,Kannada
Paat'iila Shreikrxshhnd-a,2010-08-10T10:08:17Z,2010-08-10T10:08:17Z,1955//,http://oudl_osmania_ac_in/handle/OUDL/4449,Sudarshana Prakaashana,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Napun'saka,200310_OU_Napun'saka.pdf,11.70Mb,Publications,Kannada
Ven'kat'araava,2010-08-10T11:24:05Z,2010-08-10T11:24:05Z,1946/00/00,http://oudl_osmania_ac_in/handle/OUDL/4995,Ven'kat'araava,IN_COPYRIGHT,SOCIAL SCIENCES,Shiva Mahaapuraand-an' Bhaaga 12,202149_OU_Shiva_Mahaapuraand-an'_Bhaaga_12.pdf,34.74Mb,Publications,Kannada
Shaasatrii Ven'kat'aramand-a,2010-08-10T11:24:06Z,2010-08-10T11:24:06Z,1945/00/00,http://oudl_osmania_ac_in/handle/OUDL/4996,Ven'kat'aramand-a Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Vishhnd-udharmoottara Mahaapuraand-an' Muuraneya Bhaaga,202189_OU_Shrei ... d-an'_Muuraneya_Bhaaga.pdf,24.05Mb,Publications,Kannada
Ven'kat'araava,2010-08-10T11:24:23Z,2010-08-10T11:24:23Z,1946/00/00,http://oudl_osmania_ac_in/handle/OUDL/5020,Ven'kat'araava,IN_COPYRIGHT,SOCIAL SCIENCES,Shiva Mahaapuraand-an' Bhaaga 10,202145_OU_Shiva_Mahaapuraand-an'_Bhaaga_10.pdf,33.80Mb,Publications,Kannada
Pal'asule Goopaal'a Sadaashiva,2010-08-10T11:24:07Z,2010-08-10T11:24:07Z,1937/00/00,http://oudl_osmania_ac_in/handle/OUDL/4997,Goopaal'a Sadaashiva Pal'asule,IN_COPYRIGHT,TECHNOLOGY,Jiivana Rasaayana Chikitsaa Shaasatra,202177_OU_Jiiva ... na_Chikitsaa_Shaasatra.pdf,57.05Mb,Publications,Kannada
Vijay Raaghavachaara Si Yan',2010-08-10T11:24:08Z,2010-08-10T11:24:08Z,1936/00/00,http://oudl_osmania_ac_in/handle/OUDL/4998,Si Yan'  Vijay Raaghavachaara,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Shrei Madrahasyatrayasaarei 23,202164_OU_Shrei_Madrahasyatrayasaarei_23.pdf,13.93Mb,Publications,Kannada
Reivappa Kaapase,2010-08-10T10:08:21Z,2010-08-10T10:08:21Z,1937//,http://oudl_osmania_ac_in/handle/OUDL/4456,Bi D'i Akki,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Sanyaasi 4,200345_OU_Sanyaasi_4.pdf,6.236Mb,Publications,Kannada
Vaasudeivaachaarya,2010-08-10T11:24:15Z,2010-08-10T11:24:15Z,1948/00/00,http://oudl_osmania_ac_in/handle/OUDL/5008,Chaamun'd'eishvarii Elekt'rik Pres,IN_COPYRIGHT,SOCIAL SCIENCES,Naaradiiya Mahaapuraand-a Bhaaga 9,202179_OU_Naaradiiya_Mahaapuraand-a_Bhaaga_9.pdf,23.08Mb,Publications,Kannada
Divaakara Ran'ganaatha Raamachan'dra,2010-08-10T11:24:09Z,2010-08-10T11:24:09Z,1945/00/00,http://oudl_osmania_ac_in/handle/OUDL/4999,Adhyaatma Kaaryaalaya,IN_COPYRIGHT,RELIGION;THEOLOGY,Kannad'a Upanishhatprakaasha Aavrxtti 4,202197_OU_Kanna ... atprakaasha_Aavrxtti_4.pdf,19.51Mb,Publications,Kannada
Han'draal'a Ma Gu,2010-08-10T11:24:10Z,2010-08-10T11:24:10Z,1950/00/00,http://oudl_osmania_ac_in/handle/OUDL/5000,Shi Ba Harihara,IN_COPYRIGHT,SOCIAL SCIENCES,Muula Shikshhand-a,202169_OU_Muula_Shikshhand-a.pdf,21.27Mb,Publications,Kannada
Raamamuurti,2010-08-10T10:08:23Z,2010-08-10T10:08:23Z,1947//,http://oudl_osmania_ac_in/handle/OUDL/4460,Viirasheisari Prakat'anaalaya,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Viplava 1857,200305_OU_Viplava_1857.pdf,10.81Mb,Publications,Kannada
Vaasudeivaachaarya,2010-08-10T11:24:10Z,2010-08-10T11:24:10Z,1946/00/00,http://oudl_osmania_ac_in/handle/OUDL/5001,Chaamun'd'eishvarii Elekt'rik Pres,IN_COPYRIGHT,SOCIAL SCIENCES,Naaradiiya Mahaapuraand-a Bhaaga 2,202183_OU_Naaradiiya_Mahaapuraand-a_Bhaaga_2.pdf,25.43Mb,Publications,Kannada
Raamaanujayyan'gaara Mn' Aa,2010-08-10T10:18:21Z,2010-08-10T10:18:21Z,1908/02/16,http://oudl_osmania_ac_in/handle/OUDL/4581,Mn' Aa Raamaanujayyan'gaara,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Bhaaskara Kavi Jiivan'dhara Charite 23,200555_OU_Bhaas ... iivan'dhara_Charite_23.pdf,9.869Mb,Publications,Kannada
Man'geisharaav Ugraand-a,2010-08-10T10:18:22Z,2010-08-10T10:18:22Z,1924/02/17,http://oudl_osmania_ac_in/handle/OUDL/4582,Shrei Shan'kara Karnaat'aka Pustaka Bhaan'd'aara,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Bharateishavaibhava Digvijaya Dvitiiya Bhaaga,200631_OU_Bhara ... vijaya_Dvitiiya_Bhaaga.pdf,26.44Mb,Publications,Kannada
Shaasatrii Ven'kat'aramand-a,2010-08-10T11:24:11Z,2010-08-10T11:24:11Z,1945/00/00,http://oudl_osmania_ac_in/handle/OUDL/5002,Ven'kat'aramand-a Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Vishhnd-udharmoottara Mahaapuraand-an' Naalkaneya Bhaaga,202187_OU_Shrei ... -an'_Naalkaneya_Bhaaga.pdf,22.65Mb,Publications,Kannada
Chakravarti Ji En,2010-08-10T10:18:22Z,2010-08-10T10:18:22Z,1952/02/16,http://oudl_osmania_ac_in/handle/OUDL/4583,Ta Ven' Smaaraka Gran'thamaale,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Haksan'hite Bhaaga 1,200548_OU_Haksan'hite_Bhaaga_1.pdf,12.63Mb,Publications,Kannada
Od'eyara Vishhnd-u Hari,2010-08-10T11:24:29Z,2010-08-10T11:24:29Z,1931/00/00,http://oudl_osmania_ac_in/handle/OUDL/5030,Vishhnd-u Hari  Od'eyara,IN_COPYRIGHT,SOCIAL SCIENCES,Hin'dusthaanada Praachiina Raajya Paddhatigal'u Gran'tha 3,202155_OU_Hin'd ... ddhatigal'u_Gran'tha_3.pdf,8.684Mb,Publications,Kannada
Put't'appa Ke Vi,2010-08-10T10:18:23Z,2010-08-10T10:18:23Z,1946/02/17,http://oudl_osmania_ac_in/handle/OUDL/4584,Kaavyaalaya,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Preima Kaashmiira,200619_OU_Preima_Kaashmiira.pdf,2.031Mb,Publications,Kannada
Laqs-mand-araaya Naad'igeira,2010-08-10T11:24:15Z,2010-08-10T11:24:15Z,1950/00/00,http://oudl_osmania_ac_in/handle/OUDL/5009,Naad'igeira Laqs-mand-araaya,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Samarpand-a 1,202162_OU_Samarpand-a_1.pdf,20.92Mb,Publications,Kannada
Raav Hanuman'ta,2010-08-10T10:18:23Z,2010-08-10T10:18:23Z,1950/02/16,http://oudl_osmania_ac_in/handle/OUDL/4585,Hanuman'ta Raav Vakiila,IN_COPYRIGHT,RELIGION;THEOLOGY;Religions of the Indian subcontinent;Hinduism narrowly,Shrei Anan'tana Kathaa,200560_OU_Shrei_Anan'tana_Kathaa.pdf,18.83Mb,Publications,Kannada
Kavi Lin'gand-nd-a,2010-08-10T10:18:24Z,2010-08-10T10:18:24Z,1921/02/17,http://oudl_osmania_ac_in/handle/OUDL/4586,Raa Shaama Shaasatri,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Kel'adinrxpa Vijayan',200649_OU_Kel'adinrxpa_Vijayan'.pdf,16.03Mb,Publications,Kannada
Adideivaanan'da Svaami,2010-08-10T11:24:16Z,2010-08-10T11:24:16Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/5010,Shrei Raamakrxshhnd-a Aashrama,IN_COPYRIGHT,RELIGION;THEOLOGY,Shrei Madbhagavadgiitaa,202174_OU_Shrei_Madbhagavadgiitaa.pdf,22.58Mb,Publications,Kannada
T'ikaa Taatparya Samiti,2010-08-10T10:18:25Z,2010-08-10T10:18:25Z,1950/02/16,http://oudl_osmania_ac_in/handle/OUDL/4587,T'ikaa Taatparya Samiti,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Bhartrxhari Subhaashhitadallina Bhaaga 1,200584_OU_Bhart ... shhitadallina_Bhaaga_1.pdf,18.88Mb,Publications,Kannada
In'd'iimat'ha Phakiirayya Basavayya,2010-08-10T11:24:24Z,2010-08-10T11:24:24Z,1927/00/00,http://oudl_osmania_ac_in/handle/OUDL/5021,Phakiirayya Basavayya In'd'iimat'ha,IN_COPYRIGHT,GENERALITIES,San'giita Preima Liilaa Naat'aka Erad'aneya Aavrxtti,202153_OU_San'g ... ka_Erad'aneya_Aavrxtti.pdf,8.134Mb,Publications,Kannada
Ven'kat'araava,2010-08-10T11:24:17Z,2010-08-10T11:24:17Z,1945/00/00,http://oudl_osmania_ac_in/handle/OUDL/5011,Ven'kat'araava,IN_COPYRIGHT,SOCIAL SCIENCES,Shiva Mahaapuraand-an' Bhaaga 8,202144_OU_Shiva_Mahaapuraand-an'_Bhaaga_8.pdf,51.57Mb,Publications,Kannada
Shaasatrii Ven'kat'aramand-a,2010-08-10T11:24:18Z,2010-08-10T11:24:18Z,1945/00/00,http://oudl_osmania_ac_in/handle/OUDL/5012,Ven'kat'aramand-a Shaasatrii,IN_COPYRIGHT,SOCIAL SCIENCES,Erad'aneya Bhaaga,202188_OU_Shrei ... -an'_Dvitiiya_Khan'd'a.pdf,24.91Mb,Publications,Kannada
Pralhaadaraaya Nareigalla,2010-08-10T11:24:19Z,2010-08-10T11:24:19Z,1952/00/00,http://oudl_osmania_ac_in/handle/OUDL/5013,Min'chinabal'l'i Chaavad'i,IN_COPYRIGHT,GENERALITIES,Kannad'a Giitaan'jali,202226_OU_Kannad'a_Giitaan'jali.pdf,5.939Mb,Publications,Kannada
Kashyapa,2010-08-10T11:24:19Z,2010-08-10T11:24:19Z,1932/00/00,http://oudl_osmania_ac_in/handle/OUDL/5014,Moodi Pavaraa Prin't'in'g Pres,IN_COPYRIGHT,SOCIAL SCIENCES,Marigal'a Kuugu,202196_OU_Marigal'a_Kuugu.pdf,20.19Mb,Publications,Kannada
Raav Ech En' Shan'kara Naaraayand-a,2010-08-10T11:24:24Z,2010-08-10T11:24:24Z,1955/00/00,http://oudl_osmania_ac_in/handle/OUDL/5022,Shaaradaa Man'dira,IN_COPYRIGHT,GENERALITIES,Nal'acharitreya San'graha 20,202227_OU_Nal'acharitreya_San'graha_20.pdf,9.032Mb,Publications,Kannada
Daasaarya Vijaya,2010-08-10T11:24:20Z,2010-08-10T11:24:20Z,1950/00/00,http://oudl_osmania_ac_in/handle/OUDL/5015,Varadein'g\dra Saahitya Man'd'ala,IN_COPYRIGHT,GENERALITIES,Upaasanaabhaaga 10,202218_OU_Upaasanaabhaaga_10.pdf,19.85Mb,Publications,Kannada
Viveikaanan'da Svaami,2010-08-10T11:24:21Z,2010-08-10T11:24:21Z,1953/00/00,http://oudl_osmania_ac_in/handle/OUDL/5016,Svaami Shaan'bhavaanan'da,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Kolan'bo In'da Aalmoorake,202200_OU_Kolan'bo_In'da_Aalmoorake.pdf,32.16Mb,Publications,Kannada
Divaakara Ran'ganaatha Raamachan'dra,2010-08-10T11:24:34Z,2010-08-10T11:24:34Z,1935/00/00,http://oudl_osmania_ac_in/handle/OUDL/5037,Boodharaava Raamachan'dra Divaakara,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Karmayooga,202223_OU_Karmayooga.pdf,8.846Mb,Publications,Kannada
Shaan'bhavaanan'da Svaami,2010-08-10T11:24:21Z,2010-08-10T11:24:21Z,1951/00/00,http://oudl_osmania_ac_in/handle/OUDL/5017,Svaami Shaan'bhavaanan'da,IN_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Shrei Raamakrxshhnd-a Upadeishaamrxta,202224_OU_Shrei ... hhnd-a_Upadeishaamrxta.pdf,25.70Mb,Publications,Kannada
Gun'd'appa El,2010-08-10T11:24:22Z,2010-08-10T11:24:22Z,1943/00/00,http://oudl_osmania_ac_in/handle/OUDL/5018,El Gun'd'appa,IN_COPYRIGHT,GENERALITIES,Naad'a Padagal'u,202219_OU_Naad'a_Padagal'u.pdf,19.20Mb,Publications,Kannada
Shaasatri Sun'dara,2010-08-10T11:15:07Z,2010-08-10T11:15:07Z,1914/00/00,http://oudl_osmania_ac_in/handle/OUDL/4898,Ke Es Krxshhnd-ayyara,OUT_OF_COPYRIGHT,SOCIAL SCIENCES,Shrei Vishhnd-u Puraand-a,202089_OU_Shrei_Vishhnd-u_Puraand-a.pdf,41.31Mb,Publications,Kannada
Namiraajamalla Seiva,2010-08-10T10:08:25Z,2010-08-10T10:08:25Z,1954//,http://oudl_osmania_ac_in/handle/OUDL/4465,Raamakrxshhnd-a Pres,IN_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Kurud'u Chakra,200349_OU_Kurud'u_Chakra.pdf,8.623Mb,Publications,Kannada
Jooshi Ve Naa,2010-08-10T11:15:09Z,2010-08-10T11:15:09Z,1954/00/00,http://oudl_osmania_ac_in/handle/OUDL/4899,Daa A Halasiikara,IN_COPYRIGHT,TECHNOLOGY,Shaariira Vijaang-ana,202097_OU_Shaariira_Vijaang-ana.pdf,34.82Mb,Publications,Kannada
Shreimanmahaaraaja,2010-08-10T10:18:25Z,2010-08-10T10:18:25Z,1894/02/17,http://oudl_osmania_ac_in/handle/OUDL/4588,Shreimanmahaaraaja,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kannad'a Chartrxhari Sukhaashhitavu,200630_OU_Kannad'a_Chartrxhari_Sukhaashhitavu.pdf,4.708Mb,Publications,Kannada
Kavi Basava,2010-08-10T11:15:09Z,2010-08-10T11:15:09Z,1954/00/00,http://oudl_osmania_ac_in/handle/OUDL/4900,Ma Ni Pra Mrxtyun'jayasvaami,IN_COPYRIGHT,RELIGION;THEOLOGY,Maha Lin'galiile Gran'tha Maale 13,202134_OU_Maha_Lin'galiile_Gran'tha_Maale_13.pdf,38.64Mb,Publications,Kannada
Timmappayya Mul'iya,2010-08-10T10:18:25Z,2010-08-10T10:18:25Z,1940/02/16,http://oudl_osmania_ac_in/handle/OUDL/4589,Kannad'a Seivaa San'gha,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Navaniita Raamaayand-a,200563_OU_Navaniita_Raamaayand-a.pdf,5.222Mb,Publications,Kannada
Vyaasa Kumaara,2010-08-10T10:18:26Z,2010-08-10T10:18:26Z,1936/02/16,http://oudl_osmania_ac_in/handle/OUDL/4590,En Anan'tachaara,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Karnd-aat'aka Mahabhaarata Droond-aparva Vol VIII,200571_OU_Karnd ... Droond-aparva_Vol_VIII.pdf,15.28Mb,Publications,Kannada
Shreinivaasa Negal'uura,2010-08-10T11:15:10Z,2010-08-10T11:15:10Z,1942/00/00,http://oudl_osmania_ac_in/handle/OUDL/4901,Bi Ji Avadhaani,IN_COPYRIGHT,SOCIAL SCIENCES,Samaaja Vikaasakrama,202109_OU_Samaaja_Vikaasakrama.pdf,11.37Mb,Publications,Kannada
Suuryanaaraayand-ashaasatri Pat'nd-agere,2010-08-10T10:18:27Z,2010-08-10T10:18:27Z,1929/02/17,http://oudl_osmania_ac_in/handle/OUDL/4591,T'a Raghupati Raava Bradarsa,IN_COPYRIGHT,TECHNOLOGY;Biotechnology,Maadhavanidaana,200613_OU_Maadhavanidaana.pdf,37.32Mb,Publications,Kannada
Ven'kat'araaya Hed',2010-08-10T10:18:27Z,2010-08-10T10:18:27Z,1906/02/17,http://oudl_osmania_ac_in/handle/OUDL/4592,Hed' Ven'kat'araaya,OUT_OF_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Chan'drahaasaachyudayan',200623_OU_Chan'drahaasaachyudayan'.pdf,25.74Mb,Publications,Kannada
Shaasatri Raamasheishha,2010-08-10T11:15:11Z,2010-08-10T11:15:11Z,1913/00/00,http://oudl_osmania_ac_in/handle/OUDL/4902,Ke Es Krxshhnd-ayya,OUT_OF_COPYRIGHT,SOCIAL SCIENCES,Shrei Bhaagavata Mahaapuraand-a Skan'dha 4,202102_OU_Shrei ... aapuraand-a_Skan'dha_4.pdf,44.66Mb,Publications,Kannada
Ven'kand-nd-ayya T'i Es,2010-08-10T10:18:28Z,2010-08-10T10:18:28Z,1931/02/16,http://oudl_osmania_ac_in/handle/OUDL/4593,Gaurnamen't' Braan'ch Pressinalli,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Harishchan'drakaavya San'grah,200572_OU_Harishchan'drakaavya_San'grah.pdf,8.338Mb,Publications,Kannada
Raamaanujayyan'gaara Man' Aa,2010-08-10T10:18:28Z,2010-08-10T10:18:28Z,1913/02/16,http://oudl_osmania_ac_in/handle/OUDL/4594,Ke Vi Vi San'gha,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kavikaarya Prashan'sa 59,200520_OU_Kavikaarya_Prashan'sa_59.pdf,3.872Mb,Publications,Kannada
Al'asin'garaachaarya Deivashikhaamand-i,2010-08-10T11:15:12Z,2010-08-10T11:15:12Z,1933/00/00,http://oudl_osmania_ac_in/handle/OUDL/4903,Karnd-aat'aka D'epoo,IN_COPYRIGHT,SOCIAL SCIENCES,Shrei Mahaabhaaratavu Aadiparvavu Erad'anei Bhaaga,202124_OU_Shrei ... rvavu_Erad'anei_Bhaaga.pdf,38.12Mb,Publications,Kannada
Vaidyaa Goovin'da,2010-08-10T10:18:29Z,2010-08-10T10:18:29Z,1926/02/16,http://oudl_osmania_ac_in/handle/OUDL/4595,Shaasatri Raa Shaama,IN_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Kan't'hiiravanarasaraaja Vijayan' 15,200581_OU_Kan't'hiiravanarasaraaja_Vijayan'_15.pdf,22.16Mb,Publications,Kannada
Narasin'haachaara Es Ji,2010-08-10T10:18:29Z,2010-08-10T10:18:29Z,1896/02/17,http://oudl_osmania_ac_in/handle/OUDL/4596,Karnd-aat'aka Kaavya Man'jari,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Chiradeivaraaja Vijayan' 17,200645_OU_Chiradeivaraaja_Vijayan'_17.pdf,12.86Mb,Publications,Kannada
Saavan'ta Raamachan'dra,2010-08-10T11:15:12Z,2010-08-10T11:15:12Z,1910/00/00,http://oudl_osmania_ac_in/handle/OUDL/4904,Raamachan'dra Saavan'ta,OUT_OF_COPYRIGHT,PHILOSOPHY;PSYCHOLOGY,Viduraniiti Naaradaniiti,202078_OU_Viduraniiti_Naaradaniiti.pdf,6.201Mb,Publications,Kannada
Laqs-miinaarnd-appa,2010-08-10T10:18:30Z,2010-08-10T10:18:30Z,1931/02/16,http://oudl_osmania_ac_in/handle/OUDL/4597,Prabhaakara,IN_COPYRIGHT,GENERALITIES;General reference works Encyclopaedias,Ratnaavatii Kalyaand-a,200583_OU_Ratnaavatii_Kalyaand-a.pdf,3.260Mb,Publications,Kannada
Ayyan'gaara Em A Raamanuja,2010-08-10T10:18:30Z,2010-08-10T10:18:30Z,1890/02/17,http://oudl_osmania_ac_in/handle/OUDL/4598,Maisuura Sadvidyaa Man'dira,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Chikadeivaraaya Virachitamappa,200643_OU_Chikadeivaraaya_Virachitamappa.pdf,4.912Mb,Publications,Kannada
Al'asin'garaachaarya Deivashikhaamand-i,2010-08-10T11:15:13Z,2010-08-10T11:15:13Z,1919/00/00,http://oudl_osmania_ac_in/handle/OUDL/4905,Anan'da Mudraakshhara,OUT_OF_COPYRIGHT,SOCIAL SCIENCES,Shrei Madbhaagavatavu Uttaraardhavu,202119_OU_Shrei_Madbhaagavatavu_Uttaraardhavu.pdf,37.92Mb,Publications,Kannada
Narasin'hachaara Es Ji,2010-08-10T10:18:31Z,2010-08-10T10:18:31Z,1897/02/16,http://oudl_osmania_ac_in/handle/OUDL/4599,Es Ji Narasin'hachaara,OUT_OF_COPYRIGHT,GENERALITIES;Bibliography and bibliographies Catalogues,Man'garasakavi Jayanrx Pakaavyan' 19,200556_OU_Man'garasakavi_Jayanrx_Pakaavyan'_19.pdf,12.51Mb,Publications,Kannada
Sharma Naaga,2010-08-10T11:15:13Z,2010-08-10T11:15:13Z,1939/00/00,http://oudl_osmania_ac_in/handle/OUDL/4906,T'a Ke Krxshhnd-asvaami Shet't'i,IN_COPYRIGHT,SOCIAL SCIENCES,Raamaayand-a Kathaa San'grah,202120_OU_Bhaar ... nd-i_Prathama_Kalloola.pdf,42.43Mb,Publications,Kannada
Raamaanujayyan'gaara Mn' Aa,2010-08-10T10:18:33Z,2010-08-10T10:18:33Z,1912/02/17,http://oudl_osmania_ac_in/handle/OUDL/4602,Mn' Aa Raamaanujayyan'gaara,OUT_OF_COPYRIGHT,GENERALITIES;Manuscripts;Rare and remarkable works,Mairaavand-ana Kaal'ega 41,200636_OU_Mairaavand-ana_Kaal'ega_41.pdf,3.440Mb,Publications,Kannada
Vidyaarthi Bi Laqs-mand-adeiva,2010-08-10T11:15:21Z,2010-08-10T11:15:21Z,1934/00/00,http://oudl_osmania_ac_in/handle/OUDL/4917,Bi Laqs-mand-adeiva Vidyaarthi,IN_COPYRIGHT,SOCIAL SCIENCES,Vidhavaavivaaha Shaasatraruddhavei Pushhpa 12,202086_OU_Vidha ... raruddhavei_Pushhpa_12.pdf,14.13Mb,Publications,Kannada
Krxshhnd-araaya Aa Na,2010-08-10T10:18:47Z,2010-08-10T10:18:47Z,1950/02/17,http://oudl_osmania_ac_in/handle/OUDL/4624,Pragatishiila Leikhakara San'gha,IN_COPYRIGHT,GENERALITIES;Polygraphies;Collective works,Rasahashhi,200654_OU_Rasahashhi.pdf,5.907Mb,Publications,Kannada
Bhat't'a Ku Shi Haridaasa,2010-08-10T11:15:21Z,2010-08-10T11:15:21Z,1952/00/00,http://oudl_osmania_ac_in/handle/OUDL/4918,Kaavyaalaya Prakaashakaru,IN_COPYRIGHT,SOCIAL SCIENCES,Artha Shaasatra,202100_OU_Artha_Shaasatra.pdf,22.16Mb,Publications,Kannada
