identifier,file,mediatype,collection,title,creator,publisher,language,description,contributor,date,subject[0],subject[1],subject[3],licenseurl,scanner,source
Gagana-Chukki-1946,Gagana-Chukki.pdf,texts,opensource,ಗಗನ ಚುಕ್ಕಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gagana-Chukki,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363171
Gajapati-Saptaanga-1938,Gajapati-Saptaanga.pdf,texts,opensource,ಗಜಪತಿ ಸಪ್ತಾಂಗ ಹರಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gajapati-Saptaanga,Digital Library of India,1938,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364779
Gand-abhaashhita-Ratnamaale-1948,Gand-abhaashhita-Ratnamaale.pdf,texts,opensource,ಗಣಭಾಷಿತ ರತ್ನಮಾಲೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gand-abhaashhita-Ratnamaale,Digital Library of India,1948,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363509
Gand-eisha-Darshana-1947,Gand-eisha-Darshana.pdf,texts,opensource,ಗಣೇಶ ದರ್ಶನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gand-eisha-Darshana,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363103
Gangaadhara-Madivaaleishvara-1683,Gangaadhara-Madivaaleishvara.pdf,texts,opensource,ಗಂಗಾಧರ ಮಡಿವಾಳೇಶ್ವರ ತುರಮರಿ,ದು. ನಿಂ. ಬೆಳಗಲಿ,ಜೆ. ಬಾಪಟ್,kan,Gangaadhara-Madivaaleishvara,Digital Library of India,1683,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325204
Gangaasaani-98-1949,Gangaasaani-98.pdf,texts,opensource,ಗಂಗಾಸಾನಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gangaasaani-98,Digital Library of India,1949,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362715
Gangaavatarand-a-1951,Gangaavatarand-a.pdf,texts,opensource,ಗಂಗಾವತರಣ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gangaavatarand-a,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363241
Gangappa-Mattu-1955,Gangappa-Mattu.pdf,texts,opensource,ಗಂಗಮ್ಮ ಗಂಗಾಮಾಯಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gangappa-Mattu,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362656
Gantalalli-Gaala-1947,Gantalalli-Gaala.pdf,texts,opensource,ಗಂಟಲಲ್ಲಿ ಗಾಳ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gantalalli-Gaala,Digital Library of India,1947,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362719
Garatiya-Baalasanhite-1950,Garatiya-Baalasanhite.pdf,texts,opensource,ಗರತಿಯ ಬಾಲಸಂಹಿತೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Garatiya-Baalasanhite,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362875
Garbhagudi-1932,Garbhagudi.pdf,texts,opensource,ಗರ್ಭಗುಡಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Garbhagudi,Digital Library of India,1932,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364637
Gariyodeda-Hakki-1954,Gariyodeda-Hakki.pdf,texts,opensource,ಗರಿಯೊಡೆದ ಹಕ್ಕಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gariyodeda-Hakki,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364624
Gaudara-Malli-1940,Gaudara-Malli.pdf,texts,opensource,ಗೌಡರ ಮಲ್ಲಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gaudara-Malli,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363348
Gaudaramalli-1940,Gaudaramalli.pdf,texts,opensource,ಗೌಡರ ಮಲ್ಲಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gaudaramalli,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363427
Gauri-1900,Gauri.pdf,texts,opensource,ಗೌರಿ,ಆರ್. ಪಿ. ಕುಲಕರ್ಣಿ,ಜೆ. ಬಾಪಟ್,kan,Gauri,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325170
Geeta-Saroodhare-1968,Geeta-Saroodhare.pdf,texts,opensource,ಗೀತಾ ಸಾರೋದ್ಧಾರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಯು.ಡಿ.ಎಲ್ ಟಿ.ಟಿ.ಡಿ ತಿರುಪತಿ,kan,Geeta-Saroodhare,Digital Library of India,1968,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382240
GeethaSaroddhara-2000,GeethaSaroddhara.pdf,texts,opensource,ಗೀತಾಸಾರೋದ್ಧಾರ,ವಿಶ್ವೇಶ್ವರ ತೀರ್ಥ ಶ್ರೀಪಾದ,ಶ್ರೀ ವೆಂಕಟೇಶ್ವರ ಡಿಜಿಟಲ್ ಲೈಬ್ರರಿ ಟಿಟಿಡಿ ತಿರುಪತಿ,kan,GeethaSaroddhara,Digital Library of India,2000,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382205
Gelavina-Katti-1939,Gelavina-Katti.pdf,texts,opensource,ಗೆಲವಿನ ಕತ್ತಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gelavina-Katti,Digital Library of India,1939,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364679
Gellaballavaru-1900,Gellaballavaru.pdf,texts,opensource,ಗೆಲ್ಲಬಲ್ಲವರು,ಚ. ನಿಂ. ಸುಮಂತರಾಜ,ಜೆ. ಬಾಪಟ್,kan,Gellaballavaru,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325316
Ghatanegalu-Nammavalla-1900,Ghatanegalu-Nammavalla.pdf,texts,opensource,ಘಟನೆಗಳು ನಮ್ಮವಲ್ಲ,ಕೆ. ಎನ್. ವಿಜಯಲಕ್ಷ್ಮೀ,ಜೆ. ಬಾಪಟ್,kan,Ghatanegalu-Nammavalla,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325169
Giikara-Tatvashaasatra-1941,Giikara-Tatvashaasatra.pdf,texts,opensource,ಗ್ರೀಕರ ತತ್ವಶಾಸ್ತ್ರ ಸಾರ ಸಂಗ್ರಹ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Giikara-Tatvashaasatra,Digital Library of India,1941,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363595
Giilina-Goolu-1900,Giilina-Goolu.pdf,texts,opensource,ಗೀಳಿನ ಗೋಳು,ಡಾ|| ಎಸ್. ಕೇಶವಮೂರ್ತಿ,ಜೆ. ಬಾಪಟ್,kan,Giilina-Goolu,Digital Library of India,1900,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325317
Giita-Naatakagalu-1946,Giita-Naatakagalu.pdf,texts,opensource,ಗೀತ ನಾಟಕಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Giita-Naatakagalu,Digital Library of India,1946,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364581
Giitaa-Sandeisha-1935,Giitaa-Sandeisha.pdf,texts,opensource,ಗೀತಾ ಸಂದೇಶ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Giitaa-Sandeisha,Digital Library of India,1935,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363460
Giitaaparimala-Grantha-1936,Giitaaparimala-Grantha.pdf,texts,opensource,ಗೀತಾಪರಿಮಳ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Giitaaparimala-Grantha,Digital Library of India,1936,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363471
Giitaartha-Chandrike-1954,Giitaartha-Chandrike.pdf,texts,opensource,ಗೀತಾರ್ಥ ಚಂದ್ರಿಕೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Giitaartha-Chandrike,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363267
Giiteya-Guttu-1949,Giiteya-Guttu.pdf,texts,opensource,ಗೀತೆಯ ಗುಟ್ಟು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Giiteya-Guttu,Digital Library of India,1949,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363450
Gilivindu-1930,Gilivindu.pdf,texts,opensource,ಗಿಳಿವಿಂಡು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gilivindu,Digital Library of India,1930,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362821
Girijaabaayi-1955,Girijaabaayi.pdf,texts,opensource,ಗಿರಿಜಾಬಾಯಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Girijaabaayi,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362593
Gitava-Lokana-1991,Gitava-Lokana.pdf,texts,opensource,ಗೀತಾವಲೋಕನ ಸಂಪುಟ ೩ ಭಾಗ ೧,ಜಿ.ಬಿ. ಜೋಶಿ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Gitava-Lokana,Digital Library of India,1991,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382241
Githa-Darshana-1961,Githa-Darshana.pdf,texts,opensource,ಗೀತಾ ದರ್ಶನ ಸಂಪುಟ ೧,ಎ. ವೆಂಕಟಸುಬ್ಬಯ್ಯ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Githa-Darshana,Digital Library of India,1961,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382045
Gookula-Nirgamana-1945,Gookula-Nirgamana.pdf,texts,opensource,ಗೋಕುಲ ನಿರ್ಗಮನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Gookula-Nirgamana,Digital Library of India,1945,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362989
Goolina-Baalu-1941,Goolina-Baalu.pdf,texts,opensource,ಗೋಳಿನ ಬಾಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Goolina-Baalu,Digital Library of India,1941,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364465
Goomateishvara-Charite-1953,Goomateishvara-Charite.pdf,texts,opensource,ಗೋಮಟೇಶ್ವರ ಚರಿತೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Goomateishvara-Charite,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363130
Goori-Goopura-1953,Goori-Goopura.pdf,texts,opensource,ಗೋರಿ ಗೋಪುರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Goori-Goopura,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362827
Goovaadeivi-44-1955,Goovaadeivi-44.pdf,texts,opensource,ಗೋವಾದೇವಿ ೪೪,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Goovaadeivi-44,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364634
Graama-Panchaayatiya-1953,Graama-Panchaayatiya.pdf,texts,opensource,ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಾಯದೆ ದ್ವಿತೀಯ ಆವೃತ್ತಿ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Graama-Panchaayatiya,Digital Library of India,1953,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363542
Graamapanchaanana-41-1940,Graamapanchaanana-41.pdf,texts,opensource,ಗ್ರಾಮ ಪಚಾನನ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Graamapanchaanana-41,Digital Library of India,1940,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362567
Grahachaara-1938,Grahachaara.pdf,texts,opensource,ಗ್ರಹಚಾರ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Grahachaara,Digital Library of India,1938,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363411
Grahaliile-1931,Grahaliile.pdf,texts,opensource,ಗೃಹಲೀಲೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Grahaliile,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362832
Griit-Britannina-1952,Griit-Britannina.pdf,texts,opensource,ಗ್ರೇಟ್ ಬ್ರಿಟನ್ನಿನ ಚರಿತ್ರೆ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Griit-Britannina,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364078
Grxhadaaha-Itara-1942,Grxhadaaha-Itara.pdf,texts,opensource,ಗೃಹದಾಹ ಇತರ ಕಥೆಗಳು,ಡಿ. ಪ್ರೇಮಚಂದ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Grxhadaaha-Itara,Digital Library of India,1942,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362602
Haadaana-Banni-1918,Haadaana-Banni.pdf,texts,opensource,ಹಾಡೋಣ ಬನ್ನಿ ದನಿಯೆತ್ತಿ,ಹೆಚ್. ಎಲ್. ನಾಗೇಗೌಡ,ಜೆ. ಬಾಪಟ್,kan,Haadaana-Banni,Digital Library of India,1918,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/325319
Haalu-Hand-nd-u-1954,Haalu-Hand-nd-u.pdf,texts,opensource,ಹಾಲು ಹಣ್ಣು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Haalu-Hand-nd-u,Digital Library of India,1954,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363262
Haalu-Muulu-1951,Haalu-Muulu.pdf,texts,opensource,ಹಾಳುಮೂಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Haalu-Muulu,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362626
Haasan-Toopi-1950,Haasan-Toopi.pdf,texts,opensource,ಹಾಸನ್ ಟೋಪಿ ಅಥವಾ ಹಳೇ ಮೆಟ್ರಿಕ್,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Haasan-Toopi,Digital Library of India,1950,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364739
Haavina-Hutta-1955,Haavina-Hutta.pdf,texts,opensource,ಹಾವಿನ ಹುತ್ತ,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Haavina-Hutta,Digital Library of India,1955,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/364537
Haavu-2-1932,Haavu-2.pdf,texts,opensource,ಹಾವು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Haavu-2,Digital Library of India,1932,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362639
Habba-Harinadha-1998,Habba-Harinadha.pdf,texts,opensource,ಹಬ್ಬ ಹರಿದಿನ ಮತ್ತು ವ್ಣೆ,ಫಲ್ಗುಬಾಯ್ ಉಪಾಧ್ಯ,ಮಿತ್ರಮಾಧ್ಯಮ,kan,Habba-Harinadha,Digital Library of India,1998,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,S.V. Digital Library- Tirupati,http://www.dli.ernet.in/handle/2015/382248
Hagaluganasugalu-1937,Hagaluganasugalu.pdf,texts,opensource,ಹಗಲುಗನಸು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Hagaluganasugalu,Digital Library of India,1937,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362673
Hakkihaadu-1944,Hakkihaadu.pdf,texts,opensource,ಹಕ್ಕಿಹಾಡು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Hakkihaadu,Digital Library of India,1944,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/363156
Haksanhite-Bhaaga-1952,Haksanhite-Bhaaga.pdf,texts,opensource,ಋಗ್ವೇದ ಸಂಹಿತೆ ಭಾಗ ೧,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Haksanhite-Bhaaga,Digital Library of India,1952,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362905
Halliya-Aaroogya-1951,Halliya-Aaroogya.pdf,texts,opensource,ಹಳ್ಳಿಯ ಆರೋಗ್ಯ ಆವೃತ್ತಿ ೩,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Halliya-Aaroogya,Digital Library of India,1951,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362999
Halliya-Chitragalu-1931,Halliya-Chitragalu.pdf,texts,opensource,ಹಳ್ಳಿಯ ಚಿತ್ರಗಳು,ಪಾನ್ಯಂ ಸುಂದರಶರ್ಮ,ಸಕಲ ಸ್ವಾತಂತ್ರ್ಯ,kan,Halliya-Chitragalu,Digital Library of India,1931,Kannada,Old Kannada Books,Scanned Kannada Books of DLI,http://creativecommons.org/publicdomain/mark/1.0/,RMSC- IIIT-H,http://www.dli.ernet.in/handle/2015/362682
