Title,Author,Link,ReadOnline,BarCode,Year,FileFormat,Publisher,Source,DigitalPublisher,PublicationDate,ScanningCenter,Language,TotalPages,
1980_July_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074067,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/072&first=1&last=44&barcode=2040100074067,2040100074067,1980,TIFF,T.T.D._Publications_Tirupati,T.T.D.SVCL,SVDL TTD TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1981_April_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074073,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/078&first=1&last=40&barcode=2990100074073,2990100074073,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,40,
1981_August_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074074,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/079&first=1&last=43&barcode=2990100074074,2990100074074,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,43,
1981_December_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074075,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/080&first=1&last=43&barcode=2990100074075,2990100074075,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,43,
1981_February_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074076,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/081&first=1&last=47&barcode=2990100074076,2990100074076,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,47,
1981_January_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074077,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/082&first=1&last=44&barcode=2990100074077,2990100074077,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,44,
1981_July_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074078,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/083&first=1&last=45&barcode=2990100074078,2990100074078,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,45,
1981_June_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074079,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/084&first=1&last=38&barcode=2990100074079,2990100074079,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,38,
1981_March_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074080,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/085&first=1&last=42&barcode=2990100074080,2990100074080,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,42,
1981_May_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074081,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/086&first=1&last=43&barcode=2990100074081,2990100074081,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,43,
1981_November_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074082,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/087&first=1&last=44&barcode=2990100074082,2990100074082,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,44,
1981_October_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074083,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/088&first=1&last=40&barcode=2990100074083,2990100074083,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,40,
1981_September_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2990100074084,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/089&first=1&last=42&barcode=2990100074084,2990100074084,1981,TIFF,T.T.D_Publications,SVCLRC,SVDL,0000-00-00,ttd; s.v digital library,kannada ,42,
1983_March_Sapthagiri_kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074105,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/110&first=1&last=38&barcode=2040100074105,2040100074105,1983,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2008,ttd; s.v digital library,kannada ,38,
1986_August_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074122,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/127&first=1&last=44&barcode=2040100074122,2040100074122,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,44,
1986_December_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074123,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/128&first=1&last=43&barcode=2040100074123,2040100074123,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,43,
1986_Febtruary_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074124,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/129&first=1&last=44&barcode=2040100074124,2040100074124,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,44,
1986_January_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074125,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/130&first=1&last=43&barcode=2040100074125,2040100074125,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,43,
1986_July_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074126,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/131&first=1&last=44&barcode=2040100074126,2040100074126,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,44,
1986_June_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074127,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/132&first=1&last=44&barcode=2040100074127,2040100074127,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,44,
1986_March_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074128,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/133&first=1&last=42&barcode=2040100074128,2040100074128,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,42,
1986_May_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074129,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/134&first=1&last=43&barcode=2040100074129,2040100074129,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,43,
1986_November_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074130,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/135&first=1&last=44&barcode=2040100074130,2040100074130,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,44,
1986_October_apthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074131,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/136&first=1&last=44&barcode=2040100074131,2040100074131,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,44,
1987_April_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074132,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/137&first=1&last=44&barcode=2040100074132,2040100074132,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_August_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074133,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/138&first=1&last=44&barcode=2040100074133,2040100074133,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_December_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074134,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/139&first=1&last=44&barcode=2040100074134,2040100074134,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_Febravery_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074135,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/140&first=1&last=44&barcode=2040100074135,2040100074135,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_Janvery_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074136,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/141&first=1&last=45&barcode=2040100074136,2040100074136,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,45,
1987_July_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074137,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/142&first=1&last=43&barcode=2040100074137,2040100074137,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,43,
1987_June_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074138,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/143&first=1&last=44&barcode=2040100074138,2040100074138,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_March_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074139,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/144&first=1&last=44&barcode=2040100074139,2040100074139,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_May_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074140,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/145&first=1&last=44&barcode=2040100074140,2040100074140,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_November_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074141,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/146&first=1&last=44&barcode=2040100074141,2040100074141,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1987_October_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074142,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/147&first=1&last=41&barcode=2040100074142,2040100074142,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,41,
1987_September_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074143,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/148&first=1&last=44&barcode=2040100074143,2040100074143,1987,Tiff,T.T.D_Press_Tirupathi,SVCLRC,UDL_TTD_TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1992_April_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074144,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/149&first=1&last=44&barcode=2040100074144,2040100074144,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2008,ttd; s.v digital library,kannada ,44,
1992_August_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074145,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/150&first=1&last=44&barcode=2040100074145,2040100074145,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2008,ttd; s.v digital library,kannada ,44,
1992_December_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074146,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/151&first=1&last=45&barcode=2040100074146,2040100074146,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2012,ttd; s.v digital library,kannada ,45,
1992_February_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074147,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/152&first=1&last=45&barcode=2040100074147,2040100074147,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2012,ttd; s.v digital library,kannada ,45,
1992_January_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074148,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/153&first=1&last=43&barcode=2040100074148,2040100074148,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,0005-12-03,ttd; s.v digital library,kannada ,43,
1992_July_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074149,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/154&first=1&last=42&barcode=2040100074149,2040100074149,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,0005-12-03,ttd; s.v digital library,kannada ,42,
1992_June_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074150,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/155&first=1&last=44&barcode=2040100074150,2040100074150,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2010,ttd; s.v digital library,kannada ,44,
1992_March_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074151,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/156&first=1&last=44&barcode=2040100074151,2040100074151,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2010,ttd; s.v digital library,kannada ,44,
1992_May_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074152,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/157&first=1&last=44&barcode=2040100074152,2040100074152,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2015,ttd; s.v digital library,kannada ,44,
1992_November_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074153,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/158&first=1&last=44&barcode=2040100074153,2040100074153,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2015,ttd; s.v digital library,kannada ,44,
1992_October_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074154,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/159&first=1&last=44&barcode=2040100074154,2040100074154,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2015,ttd; s.v digital library,kannada ,44,
1992_September_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074155,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/160&first=1&last=44&barcode=2040100074155,2040100074155,1992,TIFF,T.T.D.Publications,SVCLRC,UDL TTD TIRUPATI,12/3/2016,ttd; s.v digital library,kannada ,44,
1993_April_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074156,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/161&first=1&last=44&barcode=2040100074156,2040100074156,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_August_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074157,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/162&first=1&last=44&barcode=2040100074157,2040100074157,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_December_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074158,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/163&first=1&last=45&barcode=2040100074158,2040100074158,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,45,
1993_February_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074159,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/164&first=1&last=44&barcode=2040100074159,2040100074159,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_January_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074160,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/165&first=1&last=43&barcode=2040100074160,2040100074160,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,43,
1993_July_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074161,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/166&first=1&last=44&barcode=2040100074161,2040100074161,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_June_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074162,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/167&first=1&last=44&barcode=2040100074162,2040100074162,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_March_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074163,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/168&first=1&last=44&barcode=2040100074163,2040100074163,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_May_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074164,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/169&first=1&last=44&barcode=2040100074164,2040100074164,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_November_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074165,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/170&first=1&last=44&barcode=2040100074165,2040100074165,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_October_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074166,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/171&first=1&last=44&barcode=2040100074166,2040100074166,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1993_September_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074167,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/172&first=1&last=44&barcode=2040100074167,2040100074167,1993,TIFF,T.T.D.Publications_Tirupati,SVCLRC,UDL TTD TIRUPATI,0014-12-03,ttd; s.v digital library,kannada ,44,
1996_September_Sapthagiri_Kannada,K.Subbarao,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074168,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/173&first=1&last=43&barcode=2040100074168,2040100074168,1986,Tiff,T.T.D_Publications_Tirupati,SVCLRC,UDL TTD TIRUPATHI,12/3/2018,ttd; s.v digital library,kannada ,43,
1999_April_Sapthagiri_Kannada,Dr.N.S.Rama_Murthy,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074169,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/174&first=1&last=45&barcode=2040100074169,2040100074169,1999,Tiff,T.T.D.; Tirupati.,SVCLRC,UDL TTD TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,45,
1999_August_Sapthagiri_Kannada,Dr.N.S.Rama_Murthy,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074170,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/175&first=1&last=44&barcode=2040100074170,2040100074170,1999,Tiff,T.T.D.; Tirupati.,SVCLRC,UDL TTD TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1999_December_Sapthagiri_Kannada,Dr.N.S.Rama_Murthy,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074171,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/176&first=1&last=44&barcode=2040100074171,2040100074171,1999,Tiff,T.T.D.; Tirupati.,SVCLRC,UDL TTD TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
1999_February_Sapthagiri_Kannada,Dr.N.S.Rama_Murthy,http://www.new.dli.ernet.in/cgi-bin/DBscripts/allmetainfo.cgi?barcode=2040100074172,http://www.new.dli.ernet.in/scripts/FullindexDefault.htm?path1=/data_copy/upload/0074/177&first=1&last=44&barcode=2040100074172,2040100074172,1999,Tiff,T.T.D.; Tirupati.,SVCLRC,UDL TTD TIRUPATI,0000-00-00,ttd; s.v digital library,kannada ,44,
